GTD ID,DATE,COUNTRY,CITY,STATE,PERPETRATOR GROUP,FATALITIES,INJURED,TARGET TYPE,,ATTACK TYPE,WEAPON TYPE
201509040048,2015-09-04,United States,Pullman,Washington,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201508190130,2015-08-19,United States,Boston,Massachusetts,Anti-Immigrant extremists,0,1,Private Citizens & Property,,Unarmed Assault,"Melee,Melee"
201508140093,2015-08-14,United States,Las Cruces,New Mexico,Unknown,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
201508020115,2015-08-02,United States,Las Cruces,New Mexico,Unknown,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
201508020114,2015-08-02,United States,Las Cruces,New Mexico,Unknown,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
201508010105,2015-08-01,United States,New Orleans,Louisiana,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201507230080,2015-07-23,United States,Lafayette,Louisiana,Anti-Government extremists,3,9,Business,,Armed Assault,Firearms
201507190097,2015-07-19,United States,Aurora,Colorado,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201507160062,2015-07-16,United States,Chattanooga,Tennessee,Muslim extremists,6,2,Military,,Armed Assault,"Firearms,Firearms,Firearms"
201507160061,2015-07-16,United States,Chattanooga,Tennessee,Muslim extremists,0,0,Military,,Armed Assault,"Firearms,Firearms,Firearms"
201507150077,2015-07-15,United States,Houston,Texas,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201506260046,2015-06-26,United States,Warrenville,Illinois,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201506240051,2015-06-24,United States,Charlotte,North Carolina,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201506230056,2015-06-23,United States,Macon,Georgia,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201506220069,2015-06-22,United States,Knoxville,Tennessee,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201506170035,2015-06-17,United States,Charleston,South Carolina,White supremacists/nationalists,9,0,Religious Figures/Institutions,,Armed Assault,Firearms
201505030003,2015-05-03,United States,Garland,Texas,Jihadi-inspired extremists,2,1,Private Citizens & Property,,Armed Assault,Firearms
201503230084,2015-03-23,United States,Austin,Texas,Pro-choice extremists,0,0,Private Citizens & Property,,Armed Assault,Incendiary
201503200036,2015-03-20,United States,New Orleans,Louisiana,Unknown,1,2,Airports and Aircraft,,Armed Assault,"Incendiary,Melee,Chemical"
201503100045,2015-03-09,United States,Reno,Nevada,Animal Liberation Front (ALF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
201502230104,2015-02-23,United States,Kent,Washington,Anarchists,0,0,Military,,Facility/Infrastructure Attack,Incendiary
201502180067,2015-02-18,United States,Kalamazoo,Michigan,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201502170127,2015-02-17,United States,Melbourne,Florida,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201502100004,2015-02-10,United States,Chapel Hill,North Carolina,Anti-Muslim extremists,3,0,Private Citizens & Property,,Armed Assault,Firearms
201502060104,2015-02-06,United States,Chicago,Illinois,Animal Rights extremists,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201501060024,2015-01-06,United States,Colorado Springs,Colorado,Unknown,0,0,"Business,Private Citizens & Property",,Bombing/Explosion,Explosives
201412200060,2014-12-20,United States,New York City,New York,Anti-Police extremists,2,0,Police,,Armed Assault,Firearms
201412180047,2014-12-18,United States,Morganton,North Carolina,Jihadi-inspired extremists,1,0,Private Citizens & Property,,Armed Assault,Firearms
201412070129,2014-12-07,United States,Los Angeles,California,Unknown,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201411280020,2014-11-28,United States,Austin,Texas,Anti-Government extremists,0,0,Government (Diplomatic),,Armed Assault,Firearms
201411280019,2014-11-28,United States,Austin,Texas,Anti-Government extremists,1,0,Police,,Armed Assault,Firearms
201411280018,2014-11-28,United States,Austin,Texas,Anti-Government extremists,0,0,Government (General),,Armed Assault,Firearms
201411230072,2014-11-23,United States,Pendleton,Oregon,United Aryan Empire,0,0,Private Citizens & Property,,"Bombing/Explosion,Armed Assault","Explosives,Firearms"
201411040087,2014-11-04,United States,Coachella,California,Anti-Muslim extremists (suspected),0,0,Religious Figures/Institutions,,Armed Assault,Firearms
201411040086,2014-11-04,United States,Roswell,Georgia,Unknown,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
201410240071,2014-10-24,United States,Albuquerque,New Mexico,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201410230047,2014-10-23,United States,New York City,New York,Jihadi-inspired extremists,1,3,Police,,Armed Assault,Melee
201410030065,2014-10-03,United States,New York City,New York,Unknown,0,1,"Journalists & Media,Private Citizens & Property",,"Unarmed Assault,Facility/Infrastructure Attack",Chemical
201409120032,2014-09-12,United States,Blooming Grove,Texas,Anti-Government extremists,1,1,Police,,Armed Assault,Firearms
201409110001,2014-09-11,United States,Kansas City,Missouri,Anarchists,0,0,Government (General),,Facility/Infrastructure Attack,Incendiary
201408110060,2014-08-11,United States,Corinth,Texas,Anti-Government extremists,0,0,"Police,Other,Private Citizens & Property",,"Bombing/Explosion,Armed Assault","Explosives,Firearms"
201406250082,2014-06-25,United States,West Orange,Texas,Jihadi-inspired extremists,1,0,Private Citizens & Property,,Armed Assault,Firearms
201406110089,2014-06-11,United States,Nogales,Arizona,Unknown,0,0,Utilities,,Facility/Infrastructure Attack,Incendiary
201406080071,2014-06-08,United States,Las Vegas,Nevada,Anti-Government extremists,5,0,"Business,Police",,Armed Assault,Firearms
201406060065,2014-06-06,United States,Cumming,Georgia,Sovereign Citizen,1,1,Government (General),,"Bombing/Explosion,Armed Assault","Explosives,Firearms,Firearms"
201406010063,2014-06-01,United States,Seattle,Washington,Jihadi-inspired extremists,2,0,Private Citizens & Property,,Armed Assault,Firearms
201405230123,2014-05-23,United States,Isla Vista,California,Incel extremists,4,13,Private Citizens & Property,,Armed Assault,"Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201405230122,2014-05-23,United States,Isla Vista,California,Incel extremists,3,0,Private Citizens & Property,,Armed Assault,Melee
201405050073,2014-05-05,United States,Weirton,West Virginia,Anti-Government extremists,0,0,"Government (General),Police",,Bombing/Explosion,Chemical
201404270057,2014-04-27,United States,Seattle,Washington,Jihadi-inspired extremists,1,0,Private Citizens & Property,,Armed Assault,Firearms
201404130061,2014-04-13,United States,Overland Park,Kansas,White supremacists/nationalists,1,0,Religious Figures/Institutions,,Armed Assault,"Firearms,Firearms"
201404130060,2014-04-13,United States,Overland Park,Kansas,White supremacists/nationalists,2,0,Religious Figures/Institutions,,Armed Assault,"Firearms,Firearms"
201404120086,2014-04-12,United States,Bunkerville,Nevada,Anti-Government extremists,0,0,"Government (General),Police",,Armed Assault,Firearms
201403250090,2014-03-25,United States,Orland Park,Illinois,Anti-Muslim extremists (suspected),0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Firearms
201403180089,2014-03-18,United States,Hattiesburg,Mississippi,Unknown,0,0,Religious Figures/Institutions,,Armed Assault,Firearms
201311010046,2013-11-01,United States,Los Angeles,California,Anti-Government extremists,1,4,"Government (General),Airports and Aircraft",,Armed Assault,"Firearms,Firearms"
201310040044,2013-10-04,United States,Joplin,Missouri,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201310030048,2013-10-03,United States,Joplin,Missouri,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201309030050,2013-09-03,United States,Coos Bay,Oregon,Veterans United for Non-Religious Memorials,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
201308220053,2013-08-22,United States,Coos Bay,Oregon,Veterans United for Non-Religious Memorials,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
201308080043,2013-08-08,United States,Portland,Oregon,Students For Insurrection,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201307250065,2013-07-25,United States,Manchester,New Hampshire,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,"Incendiary,Other"
201305200075,2013-05-20,United States,New York City,New York,Anti-Gun Control extremists,0,0,Government (General),,Unarmed Assault,Biological
201305200074,2013-05-20,United States,Washington,District of Columbia,Anti-Gun Control extremists,0,0,Private Citizens & Property,,Unarmed Assault,Biological
201305200073,2013-05-20,United States,Washington,District of Columbia,Anti-Gun Control extremists,0,0,Government (General),,Unarmed Assault,Biological
201304190009,2013-04-19,United States,Watertown,New York,Muslim extremists,2,16,Unknown,,"Hijacking,Bombing/Explosion","Explosives,Explosives"
201304180010,2013-04-18,United States,McCook,Nebraska,Unknown,0,0,Airports and Aircraft,,Bombing/Explosion,Explosives
201304180001,2013-04-18,United States,Cambridge,Massachusetts,Muslim extremists,1,0,Educational Institution,,Armed Assault,Firearms
201304170041,2013-04-17,United States,West,Texas,Unknown,15,151,Business,,Facility/Infrastructure Attack,Incendiary
201304160051,2013-04-16,United States,San Jose,California,Unknown,0,0,Utilities,,Facility/Infrastructure Attack,"Firearms,Sabotage Equipment"
201304150002,2013-04-15,United States,Boston,Massachusetts,Muslim extremists,2,132,Private Citizens & Property,,Bombing/Explosion,Explosives
201304150001,2013-04-15,United States,Boston,Massachusetts,Muslim extremists,1,132,Private Citizens & Property,,Bombing/Explosion,Explosives
201302260036,2013-02-25,United States,Seattle,Washington,Anarchists,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201302030025,2013-02-07,United States,Corona,California,Anti-Police extremists,1,1,Police,,Armed Assault,Firearms
201301170006,2013-01-17,United States,Tacoma,Washington,Unknown,0,0,Government (General),,Bombing/Explosion,Explosives
201211300009,2012-11-30,United States,Casa Grande,Arizona,Iraqi extremists,0,0,Government (General),,Facility/Infrastructure Attack,Incendiary
201209300041,2012-09-30,United States,Perrysburg,Ohio,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,"Firearms,Incendiary"
201208150059,2012-08-15,United States,Washington,District of Columbia,Pro-LGBT Rights extremists,0,1,NGO,,Armed Assault,Firearms
201208120012,2012-08-12,United States,Lombard,Illinois,Unknown,0,0,Educational Institution,,Bombing/Explosion,Chemical
201208060019,2012-08-06,United States,Joplin,Missouri,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201208050006,2012-08-05,United States,Oak Creek,Wisconsin,White supremacists/nationalists,7,4,Religious Figures/Institutions,,Armed Assault,Firearms
201207040032,2012-07-04,United States,Joplin,Missouri,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201206180029,2012-06-18,United States,Plano,Texas,Sovereign Citizen,0,1,Utilities,,Bombing/Explosion,Explosives
201205230034,2012-05-23,United States,Marietta,Georgia,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201205200025,2012-05-20,United States,Axton,Virginia,White supremacists/nationalists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201205200024,2012-05-20,United States,Lilburn,Georgia,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201204010018,2012-04-01,United States,Grand Chute,Wisconsin,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201201110038,2012-01-11,United States,Rutherford,New Jersey,Anti-Semitic extremists,0,1,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201201080031,2012-01-08,United States,Gadsden,Alabama,Muslim extremists,0,0,"Business,Business,Police",,Armed Assault,Firearms
201201030052,2012-01-03,United States,Paramus,New Jersey,Anti-Semitic extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201201030022,2012-01-01,United States,New York City,New York,Anti-Muslim extremists,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201201030021,2012-01-01,United States,New York City,New York,Anti-Muslim extremists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201201030020,2012-01-01,United States,New York City,New York,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201201030019,2012-01-01,United States,New York City,New York,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201201010020,2012-01-01,United States,Pensacola,Florida,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201111110020,2011-11-11,United States,Washington,District of Columbia,Anti-Government extremists,0,0,Government (General),,Armed Assault,Firearms
201109260012,2011-09-26,United States,Caldwell,Idaho,Animal Liberation Front (ALF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
201105060004,2011-05-06,United States,Chester,Pennsylvania,Unknown,0,0,"Transportation,Transportation",,Bombing/Explosion,Explosives
201104230010,2011-04-23,United States,Stockton,California,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201102220009,2011-02-22,United States,Grand Rapids,Michigan,Unknown,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201101170018,2011-01-17,United States,Spokane,Washington,Unknown,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
201101070001,2011-01-07,United States,Washington,District of Columbia,Unknown,0,0,Government (General),,Bombing/Explosion,Explosives
201101060019,2011-01-06,United States,Hanover,Pennsylvania,Unknown,0,1,Government (General),,Armed Assault,Incendiary
201101060018,2011-01-06,United States,Annapolis,Maryland,Unknown,0,1,Government (General),,Armed Assault,Incendiary
201011160004,2010-11-16,United States,Los Angeles,California,The Justice Department,0,0,Educational Institution,,Unarmed Assault,Biological
201011000001,2010-11-00,United States,Woodbridge,Virginia,Jihadi-inspired extremists,0,0,Military,,Facility/Infrastructure Attack,Firearms
201010250026,2010-10-25,United States,Chantilly,Virginia,Jihadi-inspired extremists,0,0,Military,,Facility/Infrastructure Attack,Firearms
201010190014,2010-10-19,United States,Arlington,Texas,Jihadi-inspired extremists,0,0,Government (General),,Facility/Infrastructure Attack,Firearms
201010000002,2010-10-00,United States,Triangle,Virginia,Jihadi-inspired extremists,0,0,NGO,,Facility/Infrastructure Attack,Firearms
201010000001,2010-10-00,United States,Triangle,Virginia,Jihadi-inspired extremists,0,0,NGO,,Facility/Infrastructure Attack,Firearms
201009010022,2010-09-01,United States,Silver Spring,Maryland,Unknown,1,0,Journalists & Media,,Hostage Taking (Barricade Incident),"Explosives,Fake Weapons"
201008280011,2010-08-28,United States,Murfreesboro,Tennessee,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201007270013,2010-07-27,United States,Astoria,Oregon,Animal Liberation Front (ALF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
201007250015,2010-07-25,United States,Arlington,Texas,Anti-Arab extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201007070017,2010-07-07,United States,Sandy,Utah,Animal Liberation Front (ALF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
201006050014,2010-06-05,United States,Salt Lake City,Utah,Animal Liberation Front (ALF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
201005100042,2010-05-10,United States,Jacksonville,Florida,Unknown,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
201005010001,2010-05-01,United States,New York City,New York,Tehrik-i-Taliban Pakistan (TTP),0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
201004300006,2010-04-30,United States,Denver,Colorado,Animal Liberation Front (ALF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
201003040016,2010-03-04,United States,Arlington,Texas,Anti-Government extremists (suspected),1,2,Government (General),,Armed Assault,Firearms
201002250007,2010-02-25,United States,New York City,New York,Unknown,0,0,Transportation,,Bombing/Explosion,Explosives
201002180013,2010-02-18,United States,Austin,Texas,Anti-Government extremists,2,15,Government (General),,Facility/Infrastructure Attack,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201002170017,2010-02-17,United States,Clearwater,Florida,Unknown,0,0,Business,,Facility/Infrastructure Attack,Chemical
200912250024,2009-12-25,United States,Detroit,Michigan,Al-Qaida in the Arabian Peninsula (AQAP),0,2,Airports and Aircraft,,Bombing/Explosion,Explosives
200911060002,2009-11-05,United States,Killeen,Texas,Jihadi-inspired extremists,13,32,Military,,Armed Assault,Firearms
200909040003,2009-09-04,United States,Everett,Washington,Earth Liberation Front (ELF),0,0,Telecommunication,,Facility/Infrastructure Attack,Sabotage Equipment
200908240016,2009-08-24,United States,San Mateo,California,Unknown,0,0,Educational Institution,,Bombing/Explosion,"Explosives,Melee"
200908040017,2009-08-04,United States,Pittsburgh,Pennsylvania,Incel extremists,4,9,Business,,Armed Assault,Firearms
200907030004,2009-07-03,United States,Huntington Beach,California,White supremacists/nationalists,0,5,Private Citizens & Property,,Armed Assault,"Melee,Melee"
200906100003,2009-06-10,United States,Washington,District of Columbia,Anti-Semitic extremists (suspected),1,Unknown,Business,,Armed Assault,Firearms
200906010028,2009-06-01,United States,Little Rock,Arkansas,Jihadi-inspired extremists,1,1,Military,,Armed Assault,Firearms
200905310019,2009-05-31,United States,Nashville,Tennessee,Jihadi-inspired extremists,0,0,Religious Figures/Institutions,,Armed Assault,Incendiary
200905310017,2009-05-31,United States,Wichita,Kansas,Anti-Abortion extremists,1,0,Abortion Related,,Armed Assault,Firearms
200905300002,2009-05-30,United States,Arivaca,Arizona,Minutemen American Defense,2,1,Private Citizens & Property,,Armed Assault,Firearms
200903070010,2009-03-07,United States,Los Angeles,California,Animal Liberation Front (ALF),0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
200811140015,2008-11-14,United States,Hemet,California,Neo-Nazi extremists,0,1,Unknown,,Unarmed Assault,Melee
200811050008,2008-11-05,United States,Springfield,Illinois,White supremacists/nationalists,0,2,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200808020036,2008-08-02,United States,Santa Cruz,California,Animal Liberation Front (ALF),0,1,Educational Institution,,Facility/Infrastructure Attack,Incendiary
200808020023,2008-08-02,United States,Santa Cruz,California,Animal Liberation Front (ALF),0,1,Educational Institution,,Facility/Infrastructure Attack,Incendiary
200807270001,2008-07-27,United States,Knoxville,Tennessee,Anti-Liberal extremists,2,7,Religious Figures/Institutions,,Armed Assault,Firearms
200807250030,2008-07-25,United States,La Jolla,California,Unknown,0,1,Tourists,,Armed Assault,Melee
200806140008,2008-06-14,United States,Deming,New Mexico,Unknown,0,0,Police,,Unarmed Assault,Other
200805260017,2008-05-26,United States,Medford,Oregon,Ku Klux Klan (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,"Incendiary,Explosives"
200804250010,2008-04-25,United States,San Diego,California,Unknown,0,0,Business,,Bombing/Explosion,Explosives
200804220011,2008-04-22,United States,Miami Beach,Florida,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200804070006,2008-04-07,United States,Kansas City,Missouri,Unknown,0,0,Transportation,,Facility/Infrastructure Attack,Incendiary
200804070005,2008-04-07,United States,Kansas City,Missouri,Unknown,0,0,Utilities,,Facility/Infrastructure Attack,Incendiary
200803060004,2008-03-06,United States,New York City,New York,Unknown,0,0,Military,,Bombing/Explosion,Explosives
200803020012,2008-03-03,United States,Woodinville,Washington,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
200802170011,2008-02-17,United States,Eureka,California,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200802170007,2008-02-17,United States,Eureka,California,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200802090004,2008-02-09,United States,Columbia,South Carolina,Neo-Nazi extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200802050002,2008-02-05,United States,Los Angeles,California,Animal Liberation Front (ALF) (suspected),0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
200710260003,2007-10-26,United States,New York City,New York,Unknown,0,0,Government (Diplomatic),,Bombing/Explosion,Explosives
200710200003,2007-10-20,United States,Los Angeles,California,Animal Liberation Front (ALF),0,0,Educational Institution,,Facility/Infrastructure Attack,Sabotage Equipment
200708120007,2007-08-12,United States,Antioch,California,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200706240004,2007-06-24,United States,Los Angeles,California,Revolutionary Cells-Animal Liberation Brigade,0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
200705090002,2007-05-09,United States,Virginia Beach,Virginia,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200704250006,2007-04-25,United States,Austin,Texas,Anti-Abortion extremists (suspected),0,0,Abortion Related,,Bombing/Explosion,Explosives
200704100018,2007-04-10,United States,Tampa,Florida,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200703210007,2007-03-21,United States,Denver,Colorado,Earth Liberation Front (ELF) (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200703200003,2007-03-20,United States,Denver,Colorado,Earth Liberation Front (ELF) (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200703180002,2007-03-18,United States,Denver,Colorado,Earth Liberation Front (ELF) (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200701220011,2007-01-22,United States,Antioch,California,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Armed Assault,Firearms
200609110007,2006-09-11,United States,Davenport,Iowa,Anti-Abortion extremists,0,0,Business,,Facility/Infrastructure Attack,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Incendiary"
200607280004,2006-07-28,United States,Seattle,Washington,Anti-Semitic extremists,1,5,Business,,Armed Assault,Firearms
200607120007,2006-07-12,United States,Los Angeles,California,Animal Liberation Front (ALF),0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
200606300004,2006-06-30,United States,Los Angeles,California,Animal Liberation Front (ALF),0,0,Educational Institution,,Bombing/Explosion,Incendiary
200603030013,2006-03-03,United States,Chapel Hill,North Carolina,Muslim extremists,0,9,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
200601170007,2006-01-17,United States,Camano,Washington,Earth Liberation Front (ELF),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200512200004,2005-12-20,United States,Cincinnati,Ohio,Unknown,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
200511290004,2005-11-29,United States,San Diego,California,Earth Liberation Front (ELF),0,0,Business,,Bombing/Explosion,Incendiary
200511290003,2005-11-29,United States,San Diego,California,Earth Liberation Front (ELF),0,0,Business,,Bombing/Explosion,Incendiary
200511200004,2005-11-20,United States,Hagerstown,Maryland,Earth Liberation Front (ELF),0,0,Private Citizens & Property,,Bombing/Explosion,Incendiary
200509000001,2005-09-00,United States,Los Angeles,California,Animal Liberation Front (ALF),0,0,Government (General),,Facility/Infrastructure Attack,Incendiary
200507090011,2005-07-09,United States,Bloomington,Illinois,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200507080006,2005-07-08,United States,Berlin,New Hampshire,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
200507040009,2005-07-04,United States,West Palm Beach,Florida,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200505050002,2005-05-05,United States,New York City,New York,Unknown,0,0,"Government (Diplomatic),Private Citizens & Property",,Bombing/Explosion,Explosives
200504130010,2005-04-13,United States,Sammamish,Washington,Earth Liberation Front (ELF) (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200504130009,2005-04-13,United States,Sammamish,Washington,Earth Liberation Front (ELF) (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200504130004,2005-04-13,United States,New Bedford,Massachusetts,Unknown,0,0,Educational Institution,,Bombing/Explosion,Explosives
200503300004,2005-03-30,United States,Bloomington,Illinois,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,"Incendiary,Firearms"
200503190014,2005-03-19,United States,Bloomington,Illinois,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200502170002,2005-02-17,United States,Albuquerque,New Mexico,Unknown,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200502150001,2005-02-15,United States,Auburn,Alabama,Unknown,0,0,Government (General),,Bombing/Explosion,Explosives
200502130002,2005-02-13,United States,Auburn,Alabama,Unknown,0,0,Government (General),,Bombing/Explosion,Explosives
200502070008,2005-02-07,United States,Sutter Creek,California,Earth Liberation Front (ELF),0,0,"Private Citizens & Property,Private Citizens & Property",,Bombing/Explosion,Incendiary
200501120006,2005-01-12,United States,Auburn,Alabama,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
200501090004,2005-01-09,United States,Olympia,Washington,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200501010007,2005-01-01,United States,Berlin,New Hampshire,Unknown,0,0,"Business,Business",,Facility/Infrastructure Attack,Incendiary
200412270004,2004-12-27,United States,Lincoln,Nebraska,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
200412090005,2004-12-09,United States,Indian Head,Maryland,Environmentalists (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200407080004,2004-07-08,United States,Provo,Utah,Animal Liberation Front (ALF),0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
200407020005,2004-07-02,United States,Lake Worth,Texas,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
200406140004,2004-06-14,United States,West Jordan,Utah,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
200404200008,2004-04-20,United States,Snohomish,Washington,Earth Liberation Front (ELF),0,0,"Private Citizens & Property,Business",,Facility/Infrastructure Attack,Incendiary
200404010004,2004-04-01,United States,Oklahoma City,Oklahoma,White supremacists/nationalists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
200402070001,2004-02-07,United States,Charlottesville,Virginia,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
200402020010,2004-02-02,United States,Washington,District of Columbia,Unknown,0,0,Government (General),,Facility/Infrastructure Attack,Biological
200311180007,2003-11-18,United States,Terre Haute,Indiana,White supremacists/nationalists,0,0,Business,,Facility/Infrastructure Attack,Incendiary
200311120005,2003-11-12,United States,Washington,District of Columbia,Unknown,0,0,Government (General),,Unarmed Assault,Biological
200310250002,2003-10-25,United States,Forest Lake,Minnesota,Unknown,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
200310150003,2003-10-15,United States,Greenville,South Carolina,Unknown,0,0,Government (General),,Unarmed Assault,Biological
200309290004,2003-09-19,United States,San Diego,California,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
200309290003,2003-09-19,United States,San Diego,California,Earth Liberation Front (ELF),0,0,Business,,Facility/Infrastructure Attack,Incendiary
200309260005,2003-09-26,United States,Pleasanton,California,Revolutionary Cells-Animal Liberation Brigade,0,0,Business,,Bombing/Explosion,Explosives
200309240007,2003-09-24,United States,Pullman,Washington,Unknown,0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
